"ID","FIRST_NAME","LAST_NAME","DISPLAY_FIRST_LAST","DISPLAY_LAST_COMMA_FIRST","DISPLAY_FI_LAST","PLAYER_SLUG","BIRTHDATE","SCHOOL","COUNTRY","LAST_AFFILIATION","HEIGHT","WEIGHT","SEASON_EXP","JERSEY","POSITION","ROSTERSTATUS","GAMES_PLAYED_CURRENT_SEASON_FLAG","TEAM_ID","TEAM_NAME","TEAM_ABBREVIATION","TEAM_CODE","TEAM_CITY","PLAYERCODE","FROM_YEAR","TO_YEAR","DLEAGUE_FLAG","NBA_FLAG","GAMES_PLAYED_FLAG","DRAFT_YEAR","DRAFT_ROUND","DRAFT_NUMBER","PTS","AST","REB","ALL_STAR_APPEARANCES","PIE"
"76034","Bob","Anderegg","Bob Anderegg","Anderegg, Bob","B. Anderegg","bob-anderegg","1937-08-24T00:00:00","Michigan State","USA","Michigan State/USA","75.0","200.0","0","18","Forward","Inactive","N","1610612752","Knicks","NYK","knicks","New York","HISTADD_bob_anderegg","1959","1959","N","Y","Y","1959","3","20","4.0","0.9","2.1","0.0",""
"2365","Chris","Andersen","Chris Andersen","Andersen, Chris","C. Andersen","chris-andersen","1978-07-07T00:00:00","Blinn J.C.","USA","Blinn J.C./USA","82.0","245.0","14","","Forward-Center","Inactive","N","0","","","","","chris_andersen","2001","2016","N","Y","Y","Undrafted","Undrafted","Undrafted","5.4","0.5","5.0","0.0",""
"2431","David","Andersen","David Andersen","Andersen, David","D. Andersen","david-andersen","1980-06-23T00:00:00","FC Barcelona","Australia","FC Barcelona/Australia","","","19","","","Inactive","N","0","","","","","david_andersen","2009","2017","N","Y","Y","2002","2","36","4.9","0.6","2.8","0.0",""
"101187","Alan","Anderson","Alan Anderson","Anderson, Alan","A. Anderson","alan-anderson","1982-10-16T00:00:00","Michigan State","USA","Michigan State/USA","78.0","220.0","8","9","Forward-Guard","Inactive","N","1610612751","Nets","BKN","nets","Brooklyn","alan_anderson","2005","2016","Y","Y","Y","Undrafted","Undrafted","Undrafted","7.3","1.1","2.2","0.0",""
"202079","Antonio","Anderson","Antonio Anderson","Anderson, Antonio","A. Anderson","antonio-anderson","1985-06-05T00:00:00","Memphis","USA","Memphis/USA","78.0","215.0","1","","Guard","Inactive","N","0","","","","","antonio_anderson","2009","2009","Y","Y","Y","Undrafted","Undrafted","Undrafted","2.0","0.0","1.0","0.0",""
"76035","Cliff","Anderson","Cliff Anderson","Anderson, Cliff","C. Anderson","cliff-anderson","1944-09-07T00:00:00","St. Joseph's (PA)","USA","St. Joseph's (PA)/USA","74.0","200.0","2","26","Guard","Inactive","N","1610612747","Lakers","LAL","lakers","Los Angeles","HISTADD_cliff_anderson","1967","1970","N","Y","Y","1967","4","35","3.0","0.8","1.3","0.0",""
"76036","Daniel","Anderson","Daniel Anderson","Anderson, Daniel","D. Anderson","daniel-anderson","1951-01-01T00:00:00","Southern California","USA","Southern California/USA","74.0","185.0","1","33","Guard","Inactive","N","1610612757","Trail Blazers","POR","blazers","Portland","HISTADD_daniel_anderson","1974","1975","N","Y","Y","1974","6","92","3.7","1.7","1.0","0.0",""
"1507","Derek","Anderson","Derek Anderson","Anderson, Derek","D. Anderson","derek-anderson","1974-07-18T00:00:00","Kentucky","USA","Kentucky/USA","77.0","195.0","11","1","Guard","Inactive","N","1610612757","Trail Blazers","POR","blazers","Portland","derek_anderson","1997","2007","N","Y","Y","1997","1","13","12.0","3.4","3.2","0.0",""
"76037","Dwight","Anderson","Dwight Anderson","Anderson, Dwight","D. Anderson","dwight-anderson","1960-12-28T00:00:00","Southern California","USA","Southern California/USA","75.0","185.0","0","20","Guard","Inactive","N","1610612743","Nuggets","DEN","nuggets","Denver","HISTADD_dwight_anderson","1982","1982","N","Y","Y","1982","2","41","4.2","0.6","0.4","0.0",""
"944","Eric","Anderson","Eric Anderson","Anderson, Eric","E. Anderson","eric-anderson","1970-05-26T00:00:00","Indiana","USA","Indiana/USA","81.0","220.0","1","42","Forward","Inactive","N","1610612752","Knicks","NYK","knicks","New York","eric_anderson","1992","1993","N","Y","Y","Undrafted","Undrafted","Undrafted","1.6","0.2","1.1","0.0",""
"246","Greg","Anderson","Greg Anderson","Anderson, Greg","G. Anderson","greg-anderson","1964-06-22T00:00:00","Houston","USA","Houston/USA","82.0","250.0","9","0","Center-Forward","Inactive","N","1610612759","Spurs","SAS","spurs","San Antonio","greg_anderson","1987","1997","N","Y","Y","1987","1","23","7.3","0.6","6.2","0.0",""
"202341","James","Anderson","James Anderson","Anderson, James","J. Anderson","james-anderson","1989-03-25T00:00:00","Oklahoma State","USA","Oklahoma State/USA","78.0","213.0","5","5","Guard-Forward","Inactive","N","1610612759","Spurs","SAS","spurs","San Antonio","james_anderson","2010","2015","Y","Y","Y","2010","1","20","5.8","1.2","2.3","0.0",""
"76040","Jerome","Anderson","Jerome Anderson","Anderson, Jerome","J. Anderson","jerome-anderson","1953-10-09T00:00:00","West Virginia","USA","West Virginia/USA","77.0","195.0","1","21-23","Guard","Inactive","N","1610612754","Pacers","IND","pacers","Indiana","HISTADD_jerome_anderson","1975","1976","N","Y","Y","1975","3","53","2.6","0.3","0.5","0.0",""
"1626147","Justin","Anderson","Justin Anderson","Anderson, Justin","J. Anderson","justin-anderson","1993-11-19T00:00:00","Virginia","USA","Virginia/USA","77.0","231.0","5","10","Forward-Guard","Inactive","Y","1610612751","Nets","BKN","nets","Brooklyn","justin_anderson","2015","2019","Y","Y","Y","2015","1","21","5.2","0.7","2.5","0.0",""
"72","Kenny","Anderson","Kenny Anderson","Anderson, Kenny","K. Anderson","kenny-anderson","1970-10-09T00:00:00","Georgia Tech","USA","Georgia Tech/USA","73.0","168.0","13","","Guard","Inactive","N","0","","","","","kenny_anderson","1991","2004","N","Y","Y","1991","1","2","12.6","6.1","3.1","1.0",""
"76041","Kim","Anderson","Kim Anderson","Anderson, Kim","K. Anderson","kim-anderson","1955-05-12T00:00:00","Missouri","USA","Missouri/USA","79.0","200.0","0","42","Forward","Inactive","N","1610612757","Trail Blazers","POR","blazers","Portland","HISTADD_kim_anderson","1978","1978","N","Y","Y","1978","7","146","3.0","0.7","2.1","0.0",""
"203937","Kyle","Anderson","Kyle Anderson","Anderson, Kyle","K. Anderson","kyle-anderson","1993-09-20T00:00:00","UCLA","USA","UCLA/USA","81.0","230.0","6","1","Forward-Guard","Active","Y","1610612763","Grizzlies","MEM","grizzlies","Memphis","kyle_anderson","2014","2020","Y","Y","Y","2014","1","30","12.8","3.4","5.8","","0.124"
"76042","Michael","Anderson","Michael Anderson","Anderson, Michael","M. Anderson","michael-anderson","1966-03-23T00:00:00","Drexel","USA","Drexel/USA","71.0","184.0","0","10","Guard","Inactive","N","1610612759","Spurs","SAS","spurs","San Antonio","HISTADD_michael_anderson","1988","1988","N","Y","Y","1988","3","73","5.7","4.3","2.5","0.0",""
"76043","Mitchell","Anderson","Mitchell Anderson","Anderson, Mitchell","M. Anderson","mitchell-anderson","1960-09-23T00:00:00","Bradley","USA","Bradley/USA","80.0","195.0","2","11","Forward","Inactive","N","1610612762","Jazz","UTA","jazz","Utah","HISTADD_jj_anderson","1982","1984","N","Y","Y","1982","2","36","4.8","0.7","2.8","0.0",""
"98","Nick","Anderson","Nick Anderson","Anderson, Nick","N. Anderson","nick-anderson","1968-01-20T00:00:00","Illinois","USA","Illinois/USA","78.0","228.0","13","5","Forward-Guard","Inactive","N","1610612753","Magic","ORL","magic","Orlando","nick_anderson","1989","2002","N","Y","Y","1989","1","11","14.4","2.6","5.1","0.0",""
"76045","Richard","Anderson","Richard Anderson","Anderson, Richard","R. Anderson","richard-anderson","1960-11-19T00:00:00","California-Santa Barbara","USA","California-Santa Barbara/USA","82.0","240.0","5","35","Forward","Inactive","N","1610612757","Trail Blazers","POR","blazers","Portland","HISTADD_richard_anderson","1982","1989","N","Y","Y","1982","2","32","5.6","1.5","3.5","0.0",""
"76046","Ron","Anderson","Ron Anderson","Anderson, Ron","R. Anderson","ron-anderson","1958-10-15T00:00:00","Fresno State","USA","Fresno State/USA","79.0","215.0","9","35","Forward","Inactive","N","1610612755","76ers","PHI","sixers","Philadelphia","HISTADD_ron_anderson","1984","1993","N","Y","Y","1984","2","27","10.6","1.4","3.5","0.0",""
"201583","Ryan","Anderson","Ryan Anderson","Anderson, Ryan","R. Anderson","ryan-anderson","1988-05-06T00:00:00","California","USA","California/USA","81.0","240.0","11","","Forward","Inactive","N","0","","","","","ryan_anderson","2008","2019","N","Y","Y","2008","1","21","12.3","0.9","5.3","0.0",""
"1000","Shandon","Anderson","Shandon Anderson","Anderson, Shandon","S. Anderson","shandon-anderson","1973-12-31T00:00:00","Georgia","USA","Georgia/USA","78.0","215.0","9","49","Guard-Forward","Inactive","N","1610612752","Knicks","NYK","knicks","New York","shandon_anderson","1996","2005","N","Y","Y","1996","2","54","7.4","1.4","3.1","0.0",""
"335","Willie","Anderson","Willie Anderson","Anderson, Willie","W. Anderson","willie-anderson","1967-01-08T00:00:00","Georgia","USA","Georgia/USA","80.0","200.0","8","35","Guard-Forward","Inactive","N","1610612759","Spurs","SAS","spurs","San Antonio","willie_anderson","1988","1996","N","Y","Y","1988","1","10","12.2","3.8","3.8","0.0",""
